GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
 "11000","District of Columbia",2,SAGDP1,3,"...","Current-dollar GDP (millions of current dollars) ","Millions of current dollars",52503.6,54815.3,58819.2,61092.9,65442.9,69919.5,73957.1,80140.1,84867.6,88125.0,93785.4,99496.5,100446.0,106146.9,109730.4,112157.0,114540.1,119414.6,124604.7,129648.6,133243.5,139722.5,143990.8,144720.0,153670.5,162314.4
 "11000","District of Columbia",2,SAGDP1,4,"...","Compensation (millions of dollars) ","Millions of current dollars",36301.4,37987.6,41056.3,43492.4,46445.4,49248.8,51880.1,55561.0,58969.9,61493.0,64695.0,67798.5,69085.1,72796.0,75879.7,77014.4,78320.2,81738.0,84939.2,88185.7,91545.0,96380.0,98952.5,100935.0,105813.9,(NA)
 "11000","District of Columbia",2,SAGDP1,5,"...","Gross operating surplus (millions of dollars) ","Millions of current dollars",14801.0,15341.7,16243.4,16094.7,17549.1,19130.0,19891.3,21945.4,23285.3,23956.6,26044.9,28660.2,28532.2,30337.4,31043.3,31856.2,32742.8,33910.7,35440.2,37123.9,37293.9,38625.5,40324.2,42244.3,45211.7,(NA)
 "11000","District of Columbia",2,SAGDP1,6,"...","Taxes on production and imports (TOPI) less subsides (millions of dollars) ","Millions of current dollars",1401.2,1485.9,1519.5,1505.8,1448.4,1540.8,2185.7,2633.7,2612.4,2675.4,3045.5,3037.9,2828.8,3013.4,2807.4,3286.3,3477.2,3766.0,4225.3,4339.0,4404.5,4717.0,4714.1,1540.7,2644.9,(NA)
 "11000","District of Columbia",2,SAGDP1,7,"..."," Taxes on production and imports (TOPI) (millions of dollars) ","Millions of current dollars",1885.4,1913.4,1934.3,1904.5,1854.1,2029.4,2706.6,3218.9,3247.0,3333.0,3671.4,3663.4,3515.2,3714.6,3651.7,4011.4,4208.7,4528.8,4997.1,5143.1,5193.1,5575.5,5624.0,5368.3,5626.0,(NA)
 "11000","District of Columbia",2,SAGDP1,8,"..."," Subsidies (millions of dollars) ","Millions of current dollars",-484.2,-427.5,-414.8,-398.6,-405.7,-488.6,-520.9,-585.2,-634.6,-657.6,-625.9,-625.5,-686.4,-701.2,-844.4,-725.0,-731.5,-762.9,-771.9,-804.2,-788.6,-858.5,-909.9,-3827.6,-2981.2,(NA)
 "12000","Florida",5,SAGDP1,1,"...","Real GDP (millions of chained 2012 dollars)  ","Millions of chained 2012 dollars",559805.3,587970.7,615238.2,642708.2,660659.5,689974.0,722374.5,769140.5,815755.8,839963.8,850048.6,816070.2,769061.1,775039.5,772021.3,778545.0,794842.1,817233.5,852242.4,881539.2,912687.4,941626.7,965672.5,950164.4,1029575.6,1070930.2
 "12000","Florida",5,SAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",71.904,75.522,79.024,82.552,84.858,88.624,92.785,98.792,104.780,107.889,109.184,104.820,98.782,99.550,99.162,100.000,102.093,104.969,109.466,113.229,117.230,120.947,124.036,122.044,132.244,137.555
 "12000","Florida",5,SAGDP1,3,"...","Current-dollar GDP (millions of current dollars) ","Millions of current dollars",401535.3,429138.4,458058.9,490429.8,519058.6,553010.3,590483.1,646630.6,705851.9,750523.8,782712.5,763341.5,735421.0,746928.9,755240.0,778545.0,811751.7,851692.4,908519.9,953352.5,1003144.0,1057255.4,1111392.2,1116726.8,1255558.3,1389069.7
 "12000","Florida",5,SAGDP1,4,"...","Compensation (millions of dollars) ","Millions of current dollars",221570.0,240582.2,255858.3,277809.5,294909.5,307774.1,325492.8,350823.8,380964.1,404090.7,417548.4,414893.5,392861.0,397666.1,405488.7,422060.4,438575.0,460825.6,490204.4,513290.5,541968.9,574618.5,606475.6,617688.0,691648.7,(NA)
 "12000","Florida",5,SAGDP1,5,"...","Gross operating surplus (millions of dollars) ","Millions of current dollars",142316.9,147761.1,159175.9,168100.2,179503.5,196626.0,211888.3,235074.2,259016.4,274981.1,290605.0,276369.1,275027.8,282498.7,284517.9,290315.2,304170.1,320495.4,345661.5,363341.3,378216.5,395464.5,415545.0,442182.6,492780.5,(NA)
 "12000","Florida",5,SAGDP1,6,"...","Taxes on production and imports (TOPI) less subsides (millions of dollars) ","Millions of current dollars",37648.3,40795.1,43024.6,44520.1,44645.5,48610.2,53102.1,60732.6,65871.4,71452.0,74559.2,72078.9,67532.3,66764.1,65233.3,66169.4,69006.6,70371.4,72654.0,76720.7,82958.7,87172.4,89371.7,56856.2,71129.1,(NA)
 "12000","Florida",5,SAGDP1,7,"..."," Taxes on production and imports (TOPI) (millions of dollars) ","Millions of current dollars",38869.0,42021.4,44304.4,45779.4,46411.9,50188.5,55102.0,62943.6,68557.3,73798.2,76794.2,74213.0,69993.5,68926.3,67819.3,68607.2,71407.6,72726.6,75030.1,79258.9,85469.0,89797.7,92195.2,95826.7,102548.4,(NA)
 "12000","Florida",5,SAGDP1,8,"..."," Subsidies (millions of dollars) ","Millions of current dollars",-1220.7,-1226.2,-1279.8,-1259.3,-1766.4,-1578.3,-1999.9,-2210.9,-2685.9,-2346.2,-2235.0,-2134.1,-2461.3,-2162.2,-2586.0,-2437.8,-2401.0,-2355.2,-2376.1,-2538.2,-2510.3,-2625.3,-2823.6,-38970.5,-31419.3,(NA)
 "13000","Georgia",5,SAGDP1,1,"...","Real GDP (millions of chained 2012 dollars)  ","Millions of chained 2012 dollars",328118.7,352472.3,377127.4,389727.3,394317.3,399413.4,411685.6,428555.2,447152.9,453032.1,455904.0,445764.6,428740.7,433727.2,441626.7,447764.7,454908.9,470009.7,489182.3,506816.2,523805.3,538604.6,557364.4,537615.8,575292.2,591257.3
 "13000","Georgia",5,SAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",73.279,78.718,84.224,87.038,88.064,89.202,91.942,95.710,99.863,101.176,101.818,99.553,95.751,96.865,98.629,100.000,101.596,104.968,109.250,113.188,116.982,120.287,124.477,120.067,128.481,132.046
 "13000","Georgia",5,SAGDP1,3,"...","Current-dollar GDP (millions of current dollars) ","Millions of current dollars",242540.8,265347.2,289187.9,305572.0,317475.5,327051.3,342576.2,364782.0,389537.7,406015.6,419606.3,416377.6,409590.8,418091.3,431653.9,447764.7,464752.8,490079.3,521008.2,547546.7,573777.2,602366.4,637992.5,625425.7,691626.9,755697.9
 "13000","Georgia",5,SAGDP1,4,"...","Compensation (millions of dollars) ","Millions of current dollars",132265.0,145064.5,156224.6,168914.1,174526.5,177213.0,183554.3,193534.9,204406.2,216299.7,226913.0,228942.1,221382.9,223589.2,231955.3,240348.0,249271.9,262661.6,276958.6,288387.8,301623.3,315725.6,330166.6,334795.9,365173.1,(NA)
 "13000","Georgia",5,SAGDP1,5,"...","Gross operating surplus (millions of dollars) ","Millions of current dollars",94784.6,103983.2,115229.7,117796.7,123715.7,130323.4,138635.4,149166.3,161578.1,163991.3,166905.2,161356.1,163885.5,169527.1,173984.5,180494.0,188219.7,198965.4,215187.4,228708.4,240667.3,251974.3,271151.7,270088.9,301200.0,(NA)
 "13000","Georgia",5,SAGDP1,6,"...","Taxes on production and imports (TOPI) less subsides (millions of dollars) ","Millions of current dollars",15491.2,16299.4,17733.5,18861.1,19233.3,19514.9,20386.6,22080.8,23553.4,25724.6,25788.1,26079.4,24322.4,24975.0,25714.2,26922.7,27261.3,28452.3,28862.2,30450.5,31486.6,34666.5,36674.2,20540.9,25253.9,(NA)
 "13000","Georgia",5,SAGDP1,7,"..."," Taxes on production and imports (TOPI) (millions of dollars) ","Millions of current dollars",16183.0,17034.1,18645.5,19786.4,20514.5,20769.3,21734.4,23062.4,25018.0,26974.1,26932.8,27241.9,25660.6,26133.3,27020.8,28233.2,28547.6,29721.4,30142.6,31906.2,32883.8,36028.8,38407.4,37936.5,41950.3,(NA)
 "13000","Georgia",5,SAGDP1,8,"..."," Subsidies (millions of dollars) ","Millions of current dollars",-691.8,-734.7,-912.0,-925.3,-1281.2,-1254.3,-1347.8,-981.7,-1464.6,-1249.5,-1144.7,-1162.5,-1338.3,-1158.3,-1306.7,-1310.5,-1286.4,-1269.1,-1280.5,-1455.7,-1397.1,-1362.4,-1733.2,-17395.6,-16696.4,(NA)
 "15000","Hawaii",8,SAGDP1,1,"...","Real GDP (millions of chained 2012 dollars)  ","Millions of chained 2012 dollars",55804.2,54404.8,54852.1,55891.1,55678.5,56990.8,59978.8,63318.1,67123.9,68759.3,70080.4,70460.8,67927.5,69628.1,70646.6,71905.3,73063.2,73512.4,75869.5,77303.9,78947.4,79845.3,79213.4,70109.4,74547.2,75418.3
 "15000","Hawaii",8,SAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",77.608,75.662,76.284,77.729,77.433,79.258,83.414,88.058,93.350,95.625,97.462,97.991,94.468,96.833,98.250,100.000,101.610,102.235,105.513,107.508,109.794,111.042,110.163,97.502,103.674,104.886
 "15000","Hawaii",8,SAGDP1,3,"...","Current-dollar GDP (millions of current dollars) ","Millions of current dollars",37707.4,37622.9,38990.6,41096.8,42585.4,44644.2,48166.1,52353.5,57369.4,60846.5,64163.6,65678.2,64549.7,66872.9,69083.9,71905.3,74554.9,76773.3,81230.3,83914.4,87217.4,90330.8,91912.7,82535.5,91096.1,98218.8
 "15000","Hawaii",8,SAGDP1,4,"...","Compensation (millions of dollars) ","Millions of current dollars",21079.4,21564.4,22223.3,23456.2,24637.9,26166.0,27939.7,29982.0,32024.1,33875.3,35763.5,36819.9,36021.9,36556.1,38155.4,39546.2,40832.4,42505.1,44525.8,46047.3,47540.3,48989.9,50335.8,47736.0,51343.9,(NA)
 "15000","Hawaii",8,SAGDP1,5,"...","Gross operating surplus (millions of dollars) ","Millions of current dollars",13552.7,12914.2,13574.3,14200.8,14660.4,14976.4,16496.2,18154.6,20701.0,21887.9,23024.0,23501.2,23434.6,24948.6,25176.2,26142.3,27316.4,27453.8,29521.3,30437.4,31707.3,32630.5,32439.0,30277.1,34075.7,(NA)
 "15000","Hawaii",8,SAGDP1,6,"...","Taxes on production and imports (TOPI) less subsides (millions of dollars) ","Millions of current dollars",3075.3,3144.3,3193.1,3439.8,3287.1,3501.8,3730.2,4217.0,4644.3,5083.3,5376.1,5357.2,5093.2,5368.2,5752.2,6216.7,6406.1,6814.5,7183.2,7429.8,7969.9,8710.4,9137.9,4522.3,5676.5,(NA)
 "15000","Hawaii",8,SAGDP1,7,"..."," Taxes on production and imports (TOPI) (millions of dollars) ","Millions of current dollars",3260.8,3309.0,3344.3,3593.9,3547.6,3654.4,3944.3,4382.4,4852.9,5283.2,5575.3,5562.7,5336.9,5592.6,5999.0,6456.4,6645.8,7069.1,7435.1,7677.4,8211.0,8957.5,9396.6,8381.5,8955.0,(NA)
 "15000","Hawaii",8,SAGDP1,8,"..."," Subsidies (millions of dollars) ","Millions of current dollars",-185.4,-164.7,-151.2,-154.1,-260.6,-152.6,-214.1,-165.4,-208.6,-199.9,-199.2,-205.5,-243.6,-224.4,-246.8,-239.7,-239.7,-254.7,-251.9,-247.7,-241.2,-247.1,-258.7,-3859.2,-3278.4,(NA)
 "16000","Idaho",7,SAGDP1,1,"...","Real GDP (millions of chained 2012 dollars)  ","Millions of chained 2012 dollars",36997.4,38795.3,42510.4,47295.4,46084.5,47056.8,48593.7,51815.1,56043.0,57613.7,58670.9,60309.5,57327.9,58281.8,58226.2,58323.9,60631.2,62454.0,63081.2,65479.0,66941.0,70857.3,74162.6,75145.5,80093.8,84002.9
 "16000","Idaho",7,SAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",63.434,66.517,72.887,81.091,79.015,80.682,83.317,88.840,96.089,98.782,100.595,103.404,98.292,99.928,99.832,100.000,103.956,107.081,108.157,112.268,114.774,121.489,127.156,128.842,137.326,144.028
 "16000","Idaho",7,SAGDP1,3,"...","Current-dollar GDP (millions of current dollars) ","Millions of current dollars",29496.9,31059.8,34239.9,38083.1,37489.0,38673.2,40490.6,44327.9,48642.8,51125.8,53934.5,56200.8,54064.1,55587.6,56941.1,58323.9,61835.8,64575.2,65899.9,68837.4,71730.3,77395.4,82847.2,85927.8,96282.8,109546.5
 "16000","Idaho",7,SAGDP1,4,"...","Compensation (millions of dollars) ","Millions of current dollars",16181.2,17240.6,18500.3,20431.9,20917.2,21551.6,22333.3,23926.6,25715.5,28405.3,29989.0,29946.1,28599.8,28902.7,29302.5,30077.2,31778.0,33031.1,34661.5,36573.8,39437.4,42218.3,44582.5,47608.3,52839.6,(NA)
 "16000","Idaho",7,SAGDP1,5,"...","Gross operating surplus (millions of dollars) ","Millions of current dollars",11392.2,11868.2,13679.4,15506.0,14407.5,14710.3,15528.5,17489.0,19948.9,19567.5,20684.5,23078.3,22434.7,23602.2,24373.0,24855.2,26450.0,27677.8,27287.5,28053.8,27748.5,30450.2,33067.5,35619.2,39362.6,(NA)
 "16000","Idaho",7,SAGDP1,6,"...","Taxes on production and imports (TOPI) less subsides (millions of dollars) ","Millions of current dollars",1923.5,1951.0,2060.1,2145.3,2164.4,2411.3,2628.8,2912.3,2978.4,3153.0,3261.0,3176.4,3029.5,3082.7,3265.6,3391.5,3607.8,3866.3,3950.9,4209.8,4544.4,4726.9,5197.2,2700.3,4080.6,(NA)
 "16000","Idaho",7,SAGDP1,7,"..."," Taxes on production and imports (TOPI) (millions of dollars) ","Millions of current dollars",2066.2,2173.3,2306.3,2434.7,2424.4,2630.5,2851.5,3137.4,3264.1,3381.4,3471.6,3416.9,3305.8,3359.7,3520.5,3650.3,3885.6,4102.2,4176.0,4493.0,4844.8,5038.4,5536.9,5690.5,6383.8,(NA)
 "16000","Idaho",7,SAGDP1,8,"..."," Subsidies (millions of dollars) ","Millions of current dollars",-142.7,-222.3,-246.1,-289.5,-260.0,-219.2,-222.6,-225.0,-285.7,-228.5,-210.6,-240.5,-276.2,-277.0,-254.9,-258.8,-277.8,-235.8,-225.1,-283.2,-300.4,-311.5,-339.7,-2990.2,-2303.2,(NA)
 "17000","Illinois",3,SAGDP1,1,"...","Real GDP (millions of chained 2012 dollars)  ","Millions of chained 2012 dollars",576730.2,595615.8,618148.4,640723.4,642292.5,647517.8,658317.3,676805.9,687706.6,704827.6,712619.8,706616.5,688161.0,698179.6,711283.4,726399.1,726125.0,741194.0,751754.9,749333.5,753027.0,771695.5,775998.1,734385.0,780060.8,797969.1
 "17000","Illinois",3,SAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",79.396,81.996,85.098,88.205,88.421,89.141,90.627,93.173,94.673,97.030,98.103,97.277,94.736,96.115,97.919,100.000,99.962,102.037,103.491,103.157,103.666,106.236,106.828,101.099,107.387,109.853
 "17000","Illinois",3,SAGDP1,3,"...","Current-dollar GDP (millions of current dollars) ","Millions of current dollars",415534.8,436567.1,460331.1,487014.6,501552.8,514361.1,533022.5,563060.8,589811.8,624242.9,650145.2,654657.5,649862.7,666404.8,692880.8,726399.1,741121.5,771356.1,799930.5,807043.2,824913.4,865661.0,889540.1,856942.9,945673.8,1033310.1
 "17000","Illinois",3,SAGDP1,4,"...","Compensation (millions of dollars) ","Millions of current dollars",236758.4,254033.1,268468.9,285572.2,295169.7,299236.0,304674.3,318668.9,332910.6,351335.0,368751.6,375336.6,358700.7,362460.9,377501.1,392016.8,400321.8,413181.7,432132.9,437916.4,453161.2,472527.0,485182.1,483440.4,517235.9,(NA)
 "17000","Illinois",3,SAGDP1,5,"...","Gross operating surplus (millions of dollars) ","Millions of current dollars",151296.6,154671.8,162498.5,170702.3,175118.5,181133.0,192990.9,206658.9,216613.1,229410.1,236048.2,232688.8,245725.5,258812.8,268839.9,285004.5,289548.6,303148.2,309853.3,310835.2,310701.0,329798.0,338867.7,335414.4,374566.6,(NA)
 "17000","Illinois",3,SAGDP1,6,"...","Taxes on production and imports (TOPI) less subsides (millions of dollars) ","Millions of current dollars",27479.9,27862.1,29363.6,30740.2,31264.6,33992.1,35357.3,37733.0,40288.1,43497.9,45345.3,46632.1,45436.5,45131.1,46539.8,49377.8,51251.1,55026.2,57944.3,58291.6,61051.1,63336.0,65490.2,38088.0,53871.3,(NA)
 "17000","Illinois",3,SAGDP1,7,"..."," Taxes on production and imports (TOPI) (millions of dollars) ","Millions of current dollars",29451.4,30117.6,32418.9,33893.7,34757.9,36193.0,38061.8,40604.5,43860.6,46400.7,47895.5,49320.9,48396.6,47998.3,49646.8,52363.3,54319.3,57745.8,60786.3,61751.3,64035.5,66759.4,69561.1,68279.9,74780.2,(NA)
 "17000","Illinois",3,SAGDP1,8,"..."," Subsidies (millions of dollars) ","Millions of current dollars",-1971.4,-2255.5,-3055.3,-3153.6,-3493.3,-2200.9,-2704.5,-2871.4,-3572.5,-2902.9,-2550.2,-2688.8,-2960.0,-2867.2,-3107.0,-2985.5,-3068.2,-2719.6,-2842.0,-3459.7,-2984.4,-3423.4,-4070.8,-30191.9,-20908.9,(NA)
 "18000","Indiana",3,SAGDP1,1,"...","Real GDP (millions of chained 2012 dollars)  ","Millions of chained 2012 dollars",231713.9,245675.7,254089.2,264121.7,259474.8,265345.1,277151.6,287655.9,290328.2,296112.7,304085.7,300962.6,279520.7,297517.3,299064.5,300513.9,307279.1,316783.1,313751.2,319601.5,324997.6,336327.1,337902.2,327277.9,346240.9,352955.9
 "18000","Indiana",3,SAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",77.106,81.752,84.552,87.890,86.344,88.297,92.226,95.721,96.611,98.535,101.189,100.149,93.014,99.003,99.518,100.000,102.251,105.414,104.405,106.352,108.147,111.917,112.441,108.906,115.216,117.451
 "18000","Indiana",3,SAGDP1,3,"...","Current-dollar GDP (millions of current dollars) ","Millions of current dollars",170431.9,184359.8,193147.3,203801.1,205470.9,212837.8,225442.7,239743.6,248170.5,259602.8,273509.5,275538.7,263326.8,282562.2,291356.1,300513.9,312138.5,327958.3,331945.7,340500.7,352601.0,373196.8,381132.3,373781.6,412975.2,455750.2
 "18000","Indiana",3,SAGDP1,4,"...","Compensation (millions of dollars) ","Millions of current dollars",97939.3,104953.8,111590.4,117278.7,118592.1,120790.0,124487.8,130675.0,135176.0,140881.4,145418.1,147507.5,138300.2,142246.9,147746.5,154866.0,157878.7,165190.8,171676.4,176918.6,184505.9,193427.7,198927.2,200827.3,216976.3,(NA)
 "18000","Indiana",3,SAGDP1,5,"...","Gross operating surplus (millions of dollars) ","Millions of current dollars",61982.1,68704.9,70630.2,75097.8,75143.8,79411.0,87295.4,94968.8,96117.5,101185.6,112557.0,111200.2,108440.0,123358.0,127599.1,128431.4,136323.6,144315.6,141898.2,145314.0,148611.9,158908.0,160914.2,160691.9,178773.4,(NA)
 "18000","Indiana",3,SAGDP1,6,"...","Taxes on production and imports (TOPI) less subsides (millions of dollars) ","Millions of current dollars",10510.4,10701.1,10926.7,11424.6,11735.0,12636.8,13659.4,14099.8,16876.9,17535.8,15534.4,16831.0,16586.6,16957.2,16010.5,17216.5,17936.2,18451.8,18371.1,18268.1,19483.2,20861.1,21290.9,12262.4,17225.4,(NA)
 "18000","Indiana",3,SAGDP1,7,"..."," Taxes on production and imports (TOPI) (millions of dollars) ","Millions of current dollars",11027.1,11398.6,11993.8,12577.5,12991.5,13344.8,14543.1,15087.0,18287.3,18588.6,16358.7,17677.6,17552.5,17886.5,17104.5,18283.4,19063.9,19324.0,19265.6,19522.2,20519.0,22058.5,22852.1,22757.6,24954.3,(NA)
 "18000","Indiana",3,SAGDP1,8,"..."," Subsidies (millions of dollars) ","Millions of current dollars",-516.7,-697.4,-1067.1,-1152.9,-1256.4,-708.0,-883.6,-987.2,-1410.3,-1052.8,-824.4,-846.6,-965.9,-929.3,-1094.0,-1066.9,-1127.8,-872.2,-894.5,-1254.1,-1035.7,-1197.5,-1561.2,-10495.2,-7728.9,(NA)
 "19000","Iowa",4,SAGDP1,1,"...","Real GDP (millions of chained 2012 dollars)  ","Millions of chained 2012 dollars",113289.8,114087.4,116523.0,121924.2,120449.8,123298.2,128962.3,139978.1,144577.3,146555.3,152861.8,149881.4,146182.8,150148.4,152435.2,158538.4,158480.8,166619.2,171126.5,170389.1,170887.5,173547.7,173722.0,170957.4,179753.0,177090.0
 "19000","Iowa",4,SAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",71.459,71.962,73.498,76.905,75.975,77.772,81.345,88.293,91.194,92.442,96.419,94.540,92.207,94.708,96.150,100.000,99.964,105.097,107.940,107.475,107.789,109.467,109.577,107.833,113.381,111.702
 "19000","Iowa",4,SAGDP1,3,"...","Current-dollar GDP (millions of current dollars) ","Millions of current dollars",82720.4,84644.0,87782.4,93112.0,94837.8,98557.0,105123.3,117188.5,123190.9,127896.3,137930.2,137548.5,136894.6,142233.9,148477.6,158538.4,162200.3,173095.9,180299.3,181011.4,184561.3,191516.6,195708.7,196982.9,216860.2,231107.8
 "19000","Iowa",4,SAGDP1,4,"...","Compensation (millions of dollars) ","Millions of current dollars",43058.4,46424.7,48851.5,51344.9,53028.3,54063.3,56040.3,59519.6,62370.9,65579.9,69086.1,71693.1,70609.8,71824.0,74054.8,77814.1,80039.6,84326.3,87450.1,90119.6,92698.2,96386.8,98534.3,100018.3,105535.6,(NA)
 "19000","Iowa",4,SAGDP1,5,"...","Gross operating surplus (millions of dollars) ","Millions of current dollars",34799.4,33538.7,34728.2,37638.7,37487.3,38804.4,43458.1,51889.7,55481.2,55811.4,61693.3,58421.9,58660.2,62605.9,66060.8,71732.3,73119.6,79211.1,83472.2,80524.8,80959.0,84245.4,86823.2,91358.6,102854.3,(NA)
 "19000","Iowa",4,SAGDP1,6,"...","Taxes on production and imports (TOPI) less subsides (millions of dollars) ","Millions of current dollars",4862.5,4680.6,4202.6,4128.4,4322.2,5689.3,5624.9,5779.2,5338.9,6505.0,7150.7,7433.5,7624.6,7804.0,8362.1,8991.9,9041.1,9558.4,9376.9,10367.0,10904.1,10884.4,10351.2,5605.9,8470.3,(NA)
 "19000","Iowa",4,SAGDP1,7,"..."," Taxes on production and imports (TOPI) (millions of dollars) ","Millions of current dollars",5647.1,5843.8,6152.2,6288.3,6336.3,6588.1,6812.1,7188.4,7666.7,7930.9,8266.1,8650.4,8885.4,9134.0,9674.9,10326.3,10417.1,10585.4,11080.4,11838.3,12083.0,12481.2,12814.6,13249.4,13893.2,(NA)
 "19000","Iowa",4,SAGDP1,8,"..."," Subsidies (millions of dollars) ","Millions of current dollars",-784.5,-1163.2,-1949.5,-2159.9,-2014.1,-898.8,-1187.2,-1409.2,-2327.8,-1425.9,-1115.4,-1216.9,-1260.8,-1330.1,-1312.9,-1334.3,-1376.0,-1026.9,-1703.4,-1471.3,-1178.9,-1596.8,-2463.4,-7643.5,-5422.9,(NA)
 "20000","Kansas",4,SAGDP1,1,"...","Real GDP (millions of chained 2012 dollars)  ","Millions of chained 2012 dollars",104575.0,108183.6,111005.5,114030.5,114327.7,116195.0,118192.5,119391.6,123949.8,130364.5,137093.6,139536.8,134227.0,135723.2,139579.4,141818.2,141723.4,145344.1,148810.5,153695.3,155514.7,158734.4,159826.2,158348.3,162290.9,164939.3
 "20000","Kansas",4,SAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",73.739,76.283,78.273,80.406,80.616,81.932,83.341,84.186,87.400,91.924,96.669,98.391,94.647,95.702,98.421,100.000,99.933,102.486,104.930,108.375,109.658,111.928,112.698,111.656,114.436,116.303
 "20000","Kansas",4,SAGDP1,3,"...","Current-dollar GDP (millions of current dollars) ","Millions of current dollars",74662.3,78382.0,81883.8,86099.0,88883.6,91584.2,95359.9,99083.0,105526.3,114091.9,123878.7,128604.3,125348.9,128591.3,136358.9,141818.2,144483.2,150183.6,154958.2,160451.0,165182.5,172343.0,176564.4,177580.9,191380.6,210670.5
 "20000","Kansas",4,SAGDP1,4,"...","Compensation (millions of dollars) ","Millions of current dollars",42336.5,45547.8,48195.0,50990.4,52831.5,53702.7,54840.6,57791.2,60118.3,63829.5,68161.4,71307.2,68625.3,69941.1,72450.0,74831.2,77489.8,80384.8,83071.7,83370.6,85197.1,88759.2,92013.4,93347.9,98059.8,(NA)
 "20000","Kansas",4,SAGDP1,5,"...","Gross operating surplus (millions of dollars) ","Millions of current dollars",27382.9,27898.3,29103.2,30136.9,30798.4,31815.2,34201.8,34165.6,38479.5,42554.7,47821.9,49381.8,48881.8,50641.3,55181.6,57954.9,57845.2,60201.3,62249.4,66847.3,69449.4,72715.4,74224.7,78704.9,84909.0,(NA)
 "20000","Kansas",4,SAGDP1,6,"...","Taxes on production and imports (TOPI) less subsides (millions of dollars) ","Millions of current dollars",4942.9,4935.9,4585.6,4971.7,5253.7,6066.2,6317.4,7126.2,6928.6,7707.7,7895.5,7915.3,7841.9,8008.9,8727.3,9032.1,9148.2,9597.6,9637.1,10233.2,10536.0,10868.4,10326.3,5528.1,8411.7,(NA)
 "20000","Kansas",4,SAGDP1,7,"..."," Taxes on production and imports (TOPI) (millions of dollars) ","Millions of current dollars",5559.3,5840.8,5956.8,6200.2,6423.3,6693.6,7263.4,7944.2,8206.8,8584.4,8718.6,8906.1,8830.8,8969.2,9726.3,10053.8,10442.3,10803.2,10667.0,11335.8,11642.9,12148.4,12257.7,12255.1,13570.3,(NA)
 "20000","Kansas",4,SAGDP1,8,"..."," Subsidies (millions of dollars) ","Millions of current dollars",-616.4,-905.0,-1371.2,-1228.5,-1169.6,-627.4,-945.9,-818.0,-1278.2,-876.6,-823.1,-990.8,-989.0,-960.3,-999.0,-1021.7,-1294.0,-1205.7,-1029.9,-1102.6,-1106.9,-1280.0,-1931.4,-6727.0,-5158.6,(NA)
 "21000","Kentucky",5,SAGDP1,1,"...","Real GDP (millions of chained 2012 dollars)  ","Millions of chained 2012 dollars",146522.8,150774.4,155611.5,151495.1,151834.3,155643.9,159990.8,164650.2,171180.3,175657.7,174407.3,173810.1,166704.2,173780.1,175745.3,178143.7,181505.9,181471.8,182916.0,184115.0,185920.6,187926.6,192971.9,188396.3,197818.3,201375.3
 "21000","Kentucky",5,SAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",82.250,84.636,87.352,85.041,85.231,87.370,89.810,92.425,96.091,98.604,97.903,97.567,93.578,97.551,98.654,100.000,101.887,101.868,102.679,103.352,104.366,105.492,108.324,105.755,111.044,113.041
 "21000","Kentucky",5,SAGDP1,3,"...","Current-dollar GDP (millions of current dollars) ","Millions of current dollars",104546.2,109382.3,115106.8,114169.2,117647.9,122435.3,127982.2,135529.3,145011.1,153408.4,157163.7,159883.8,157479.8,166408.7,171586.9,178143.7,184524.4,187983.8,193413.1,196484.9,201872.2,208558.6,218494.7,216865.6,237182.0,260304.1
 "21000","Kentucky",5,SAGDP1,4,"...","Compensation (millions of dollars) ","Millions of current dollars",55345.3,58587.0,62758.3,66433.8,68971.3,70906.7,73727.3,77558.3,81538.3,84967.7,88857.5,91397.9,88539.0,91544.7,94536.2,97929.7,98974.1,102252.8,107212.5,109392.9,112300.0,116472.3,120951.1,122053.4,131428.7,(NA)
 "21000","Kentucky",5,SAGDP1,5,"...","Gross operating surplus (millions of dollars) ","Millions of current dollars",41490.6,42902.2,44408.1,39217.9,39995.8,42427.2,45395.9,48511.5,53525.8,57828.9,57687.1,57427.8,58218.1,63314.0,65226.7,67810.6,72792.9,72395.7,72692.0,73388.9,75391.2,77301.5,81846.6,84486.2,93039.6,(NA)
 "21000","Kentucky",5,SAGDP1,6,"...","Taxes on production and imports (TOPI) less subsides (millions of dollars) ","Millions of current dollars",7710.3,7893.1,7940.4,8517.5,8680.8,9101.4,8859.0,9459.5,9946.9,10611.8,10619.2,11058.1,10722.7,11549.9,11823.9,12403.4,12757.4,13335.3,13508.6,13703.1,14181.1,14784.9,15697.0,10326.0,12713.7,(NA)
